Time: 2021-12-31 01:05, Log: waterLV:402
Time: 2022-01-05 20:25, Log: pumped
Time: 2022-01-05 20:30, Log: waterLV:674
Time: 2022-01-05 20:30, Log: pumped
Time: 2022-01-05 20:35, Log: waterLV:673
Time: 2022-01-05 20:35, Log: pumped
Time: 2022-01-05 20:40, Log: waterLV:675
Time: 2022-01-05 20:40, Log: pumped
Time: 2022-01-05 20:45, Log: waterLV:672
Time: 2022-01-05 20:45, Log: pumped
Time: 2022-01-05 20:50, Log: waterLV:674
Time: 2022-01-05 20:50, Log: pumped
Time: 2022-01-05 20:55, Log: waterLV:671
Time: 2022-01-05 20:55, Log: pumped
Time: 2022-01-05 21:00, Log: waterLV:670
Time: 2022-01-05 21:00, Log: pumped
Time: 2022-01-05 21:05, Log: waterLV:675
Time: 2022-01-05 21:05, Log: pumped
Time: 2022-01-05 21:10, Log: waterLV:678
Time: 2022-01-05 21:10, Log: pumped
Time: 2022-01-05 21:15, Log: waterLV:668
Time: 2022-01-05 21:15, Log: pumped
Time: 2022-01-05 21:20, Log: waterLV:667
Time: 2022-01-05 21:20, Log: pumped
Time: 2022-01-05 21:25, Log: waterLV:668
Time: 2022-01-05 21:25, Log: pumped
Time: 2022-01-05 21:30, Log: waterLV:667
Time: 2022-01-05 21:30, Log: pumped
Time: 2022-01-05 21:35, Log: waterLV:675
Time: 2022-01-05 21:35, Log: pumped
Time: 2022-01-05 21:40, Log: waterLV:676
Time: 2022-01-05 21:40, Log: pumped
Time: 2022-01-05 21:45, Log: waterLV:669
Time: 2022-01-05 21:45, Log: pumped
Time: 2022-01-05 21:50, Log: waterLV:671
Time: 2022-01-05 21:50, Log: pumped
Time: 2022-01-05 21:55, Log: waterLV:675
Time: 2022-01-05 21:55, Log: pumped
Time: 2022-01-05 22:00, Log: waterLV:673
Time: 2022-01-05 22:00, Log: pumped
Time: 2022-01-05 22:05, Log: waterLV:669
Time: 2022-01-05 22:05, Log: pumped
Time: 2022-01-05 22:10, Log: waterLV:668
Time: 2022-01-05 22:10, Log: pumped
Time: 2022-01-05 22:15, Log: waterLV:666
Time: 2022-01-05 22:15, Log: pumped
Time: 2022-01-05 22:19, Log: test
Time: 2022-01-05 22:20, Log: waterLV:675
Time: 2022-01-05 22:20, Log: test
Time: 2022-01-05 22:20, Log: pumped
Time: 2022-01-05 22:25, Log: waterLV:675
Time: 2022-01-05 22:25, Log: pumped
Time: 2022-01-05 22:30, Log: waterLV:666
Time: 2022-01-05 22:30, Log: pumped
Time: 2022-01-05 22:35, Log: waterLV:666
Time: 2022-01-05 22:35, Log: pumped
Time: 2022-01-05 22:40, Log: waterLV:665
Time: 2022-01-05 22:40, Log: pumped
Time: 2022-01-05 22:45, Log: waterLV:678
Time: 2022-01-05 22:45, Log: pumped
Time: 2022-01-05 22:50, Log: waterLV:676
Time: 2022-01-05 22:50, Log: pumped
Time: 2022-01-05 22:55, Log: waterLV:666
Time: 2022-01-05 22:55, Log: pumped
Time: 2022-01-05 23:00, Log: waterLV:677
Time: 2022-01-05 23:00, Log: pumped
Time: 2022-01-05 23:05, Log: waterLV:673
Time: 2022-01-05 23:05, Log: pumped
Time: 2022-01-05 23:10, Log: waterLV:668
Time: 2022-01-05 23:10, Log: pumped
Time: 2022-01-05 23:15, Log: waterLV:674
Time: 2022-01-05 23:15, Log: pumped
Time: 2022-01-05 23:20, Log: waterLV:678
Time: 2022-01-05 23:20, Log: pumped
Time: 2022-01-05 23:25, Log: waterLV:675
Time: 2022-01-05 23:25, Log: pumped
Time: 2022-01-05 23:30, Log: waterLV:676
Time: 2022-01-05 23:30, Log: pumped
Time: 2022-01-05 23:35, Log: waterLV:678
Time: 2022-01-05 23:35, Log: pumped
Time: 2022-01-05 23:40, Log: waterLV:679
Time: 2022-01-05 23:40, Log: pumped
Time: 2022-01-05 23:45, Log: waterLV:678
Time: 2022-01-05 23:45, Log: pumped
Time: 2022-01-05 23:50, Log: waterLV:668
Time: 2022-01-05 23:50, Log: pumped
Time: 2022-01-05 23:55, Log: waterLV:668
Time: 2022-01-05 23:55, Log: pumped
Time: 2022-01-06 00:00, Log: waterLV:669
Time: 2022-01-06 00:00, Log: pumped
Time: 2022-01-06 00:05, Log: waterLV:669
Time: 2022-01-06 00:05, Log: pumped
Time: 2022-01-06 00:10, Log: waterLV:669
Time: 2022-01-06 00:10, Log: pumped
Time: 2022-01-06 00:15, Log: waterLV:679
Time: 2022-01-06 00:15, Log: pumped
Time: 2022-01-06 00:20, Log: waterLV:669
Time: 2022-01-06 00:20, Log: pumped
Time: 2022-01-06 00:25, Log: waterLV:669
Time: 2022-01-06 00:25, Log: pumped
Time: 2022-01-06 00:30, Log: waterLV:679
Time: 2022-01-06 00:30, Log: pumped
Time: 2022-01-06 00:35, Log: waterLV:679
Time: 2022-01-06 00:35, Log: pumped
Time: 2022-01-06 00:40, Log: waterLV:679
Time: 2022-01-06 00:40, Log: pumped
Time: 2022-01-06 00:45, Log: waterLV:668
Time: 2022-01-06 00:45, Log: pumped
Time: 2022-01-06 00:50, Log: waterLV:679
Time: 2022-01-06 00:50, Log: pumped
Time: 2022-01-06 00:55, Log: waterLV:668
Time: 2022-01-06 00:55, Log: pumped
Time: 2022-01-06 01:00, Log: waterLV:667
Time: 2022-01-06 01:00, Log: pumped
Time: 2022-01-06 01:05, Log: waterLV:676
Time: 2022-01-06 01:05, Log: pumped
Time: 2022-01-06 01:10, Log: waterLV:679
Time: 2022-01-06 01:10, Log: pumped
Time: 2022-01-06 01:15, Log: waterLV:667
Time: 2022-01-06 01:15, Log: pumped
Time: 2022-01-06 01:20, Log: waterLV:666
Time: 2022-01-06 01:20, Log: pumped
Time: 2022-01-06 01:25, Log: waterLV:666
Time: 2022-01-06 01:25, Log: pumped
Time: 2022-01-06 01:30, Log: waterLV:668
Time: 2022-01-06 01:30, Log: pumped
Time: 2022-01-06 01:35, Log: waterLV:678
Time: 2022-01-06 01:35, Log: pumped
Time: 2022-01-06 01:40, Log: waterLV:666
Time: 2022-01-06 01:40, Log: pumped
Time: 2022-01-06 01:45, Log: waterLV:668
Time: 2022-01-06 01:45, Log: pumped
Time: 2022-01-06 01:50, Log: waterLV:666
Time: 2022-01-06 01:50, Log: pumped
Time: 2022-01-06 01:55, Log: waterLV:665
Time: 2022-01-06 01:55, Log: pumped
Time: 2022-01-06 02:00, Log: waterLV:678
Time: 2022-01-06 02:00, Log: pumped
Time: 2022-01-06 02:05, Log: waterLV:676
Time: 2022-01-06 02:05, Log: pumped
Time: 2022-01-06 02:10, Log: waterLV:678
Time: 2022-01-06 02:10, Log: pumped
Time: 2022-01-06 02:15, Log: waterLV:670
Time: 2022-01-06 02:15, Log: pumped
Time: 2022-01-06 02:20, Log: waterLV:678
Time: 2022-01-06 02:20, Log: pumped
Time: 2022-01-06 02:25, Log: waterLV:666
Time: 2022-01-06 02:25, Log: pumped
Time: 2022-01-06 02:30, Log: waterLV:679
Time: 2022-01-06 02:30, Log: pumped
Time: 2022-01-06 02:35, Log: waterLV:666
Time: 2022-01-06 02:35, Log: pumped
Time: 2022-01-06 02:40, Log: waterLV:672
Time: 2022-01-06 02:40, Log: pumped
Time: 2022-01-06 02:45, Log: waterLV:668
Time: 2022-01-06 02:45, Log: pumped
Time: 2022-01-06 02:50, Log: waterLV:678
Time: 2022-01-06 02:50, Log: pumped
Time: 2022-01-06 02:55, Log: waterLV:678
Time: 2022-01-06 02:55, Log: pumped
Time: 2022-01-06 03:00, Log: waterLV:672
Time: 2022-01-06 03:00, Log: pumped
Time: 2022-01-06 03:05, Log: waterLV:672
Time: 2022-01-06 03:05, Log: pumped
Time: 2022-01-06 03:10, Log: waterLV:666
Time: 2022-01-06 03:10, Log: pumped
Time: 2022-01-06 03:15, Log: waterLV:670
Time: 2022-01-06 03:15, Log: pumped
Time: 2022-01-06 03:20, Log: waterLV:679
Time: 2022-01-06 03:20, Log: pumped
Time: 2022-01-06 03:25, Log: waterLV:666
Time: 2022-01-06 03:25, Log: pumped
Time: 2022-01-06 03:30, Log: waterLV:666
Time: 2022-01-06 03:30, Log: pumped
Time: 2022-01-06 03:35, Log: waterLV:678
Time: 2022-01-06 03:35, Log: pumped
Time: 2022-01-06 03:40, Log: waterLV:665
Time: 2022-01-06 03:40, Log: pumped
Time: 2022-01-06 03:45, Log: waterLV:665
Time: 2022-01-06 03:45, Log: pumped
Time: 2022-01-06 03:50, Log: waterLV:668
Time: 2022-01-06 03:50, Log: pumped
Time: 2022-01-06 03:55, Log: waterLV:672
Time: 2022-01-06 03:55, Log: pumped
Time: 2022-01-06 04:00, Log: waterLV:666
Time: 2022-01-06 04:00, Log: pumped
Time: 2022-01-06 04:05, Log: waterLV:677
Time: 2022-01-06 04:05, Log: pumped
Time: 2022-01-06 04:10, Log: waterLV:678
Time: 2022-01-06 04:10, Log: pumped
Time: 2022-01-06 04:15, Log: waterLV:664
Time: 2022-01-06 04:15, Log: pumped
Time: 2022-01-06 04:20, Log: waterLV:665
Time: 2022-01-06 04:20, Log: pumped
Time: 2022-01-06 04:25, Log: waterLV:664
Time: 2022-01-06 04:25, Log: pumped
Time: 2022-01-06 04:30, Log: waterLV:664
Time: 2022-01-06 04:30, Log: pumped
Time: 2022-01-06 04:35, Log: waterLV:677
Time: 2022-01-06 04:35, Log: pumped
Time: 2022-01-06 04:40, Log: waterLV:674
Time: 2022-01-06 04:40, Log: pumped
Time: 2022-01-06 04:45, Log: waterLV:632
Time: 2022-01-06 04:45, Log: pumped
Time: 2022-01-06 04:50, Log: waterLV:624
Time: 2022-01-06 04:50, Log: pumped
Time: 2022-01-06 04:55, Log: waterLV:649
Time: 2022-01-06 04:55, Log: pumped
Time: 2022-01-06 05:00, Log: waterLV:640
Time: 2022-01-06 05:00, Log: pumped
Time: 2022-01-06 05:05, Log: waterLV:647
Time: 2022-01-06 05:05, Log: pumped
Time: 2022-01-06 05:10, Log: waterLV:650
Time: 2022-01-06 05:10, Log: pumped
Time: 2022-01-06 05:15, Log: waterLV:637
Time: 2022-01-06 05:15, Log: pumped
Time: 2022-01-06 05:20, Log: waterLV:638
Time: 2022-01-06 05:20, Log: pumped
Time: 2022-01-06 05:25, Log: waterLV:638
Time: 2022-01-06 05:25, Log: pumped
Time: 2022-01-06 05:30, Log: waterLV:639
Time: 2022-01-06 05:30, Log: pumped
Time: 2022-01-06 05:35, Log: waterLV:653
Time: 2022-01-06 05:35, Log: pumped
Time: 2022-01-06 05:40, Log: waterLV:651
Time: 2022-01-06 05:40, Log: pumped
Time: 2022-01-06 05:45, Log: waterLV:655
Time: 2022-01-06 05:45, Log: pumped
Time: 2022-01-06 05:50, Log: waterLV:640
Time: 2022-01-06 05:50, Log: pumped
Time: 2022-01-06 05:55, Log: waterLV:647
Time: 2022-01-06 05:55, Log: pumped
Time: 2022-01-06 06:00, Log: waterLV:640
Time: 2022-01-06 06:00, Log: pumped
Time: 2022-01-06 06:05, Log: waterLV:653
Time: 2022-01-06 06:05, Log: pumped
Time: 2022-01-06 06:10, Log: waterLV:653
Time: 2022-01-06 06:10, Log: pumped
Time: 2022-01-06 06:15, Log: waterLV:647
Time: 2022-01-06 06:15, Log: pumped
Time: 2022-01-06 06:20, Log: waterLV:655
Time: 2022-01-06 06:20, Log: pumped
Time: 2022-01-06 06:25, Log: waterLV:654
Time: 2022-01-06 06:25, Log: pumped
Time: 2022-01-06 06:30, Log: waterLV:649
Time: 2022-01-06 06:30, Log: pumped
Time: 2022-01-06 06:35, Log: waterLV:656
Time: 2022-01-06 06:35, Log: pumped
Time: 2022-01-06 06:40, Log: waterLV:641
Time: 2022-01-06 06:40, Log: pumped
Time: 2022-01-06 06:45, Log: waterLV:642
Time: 2022-01-06 06:45, Log: pumped
Time: 2022-01-06 06:50, Log: waterLV:656
Time: 2022-01-06 06:50, Log: pumped
Time: 2022-01-06 06:55, Log: waterLV:642
Time: 2022-01-06 06:55, Log: pumped
Time: 2022-01-06 07:00, Log: waterLV:655
Time: 2022-01-06 07:00, Log: pumped
Time: 2022-01-06 07:05, Log: waterLV:656
Time: 2022-01-06 07:05, Log: pumped
Time: 2022-01-06 07:10, Log: waterLV:652
Time: 2022-01-06 07:10, Log: pumped
Time: 2022-01-06 07:15, Log: waterLV:656
Time: 2022-01-06 07:15, Log: pumped
Time: 2022-01-06 07:20, Log: waterLV:656
Time: 2022-01-06 07:20, Log: pumped
Time: 2022-01-06 07:25, Log: waterLV:656
Time: 2022-01-06 07:25, Log: pumped
Time: 2022-01-06 07:30, Log: waterLV:642
Time: 2022-01-06 07:30, Log: pumped
Time: 2022-01-06 07:35, Log: waterLV:637
Time: 2022-01-06 07:35, Log: pumped
Time: 2022-01-06 07:40, Log: waterLV:638
Time: 2022-01-06 07:40, Log: pumped
Time: 2022-01-06 07:45, Log: waterLV:654
Time: 2022-01-06 07:45, Log: pumped
Time: 2022-01-06 07:50, Log: waterLV:655
Time: 2022-01-06 07:50, Log: pumped
Time: 2022-01-06 07:55, Log: waterLV:647
Time: 2022-01-06 07:55, Log: pumped
Time: 2022-01-06 08:00, Log: waterLV:655
Time: 2022-01-06 08:00, Log: pumped
Time: 2022-01-06 08:05, Log: waterLV:643
Time: 2022-01-06 08:05, Log: pumped
Time: 2022-01-06 08:10, Log: waterLV:656
Time: 2022-01-06 08:10, Log: pumped
Time: 2022-01-06 08:15, Log: waterLV:641
Time: 2022-01-06 08:15, Log: pumped
Time: 2022-01-06 08:20, Log: waterLV:657
Time: 2022-01-06 08:20, Log: pumped
Time: 2022-01-06 08:25, Log: waterLV:656
Time: 2022-01-06 08:25, Log: pumped
Time: 2022-01-06 08:30, Log: waterLV:653
Time: 2022-01-06 08:30, Log: pumped
Time: 2022-01-06 08:35, Log: waterLV:642
Time: 2022-01-06 08:35, Log: pumped
Time: 2022-01-06 08:40, Log: waterLV:642
Time: 2022-01-06 08:40, Log: pumped
Time: 2022-01-06 08:45, Log: waterLV:658
Time: 2022-01-06 08:45, Log: pumped
Time: 2022-01-06 08:50, Log: waterLV:655
Time: 2022-01-06 08:50, Log: pumped
Time: 2022-01-06 08:55, Log: waterLV:657
Time: 2022-01-06 08:55, Log: pumped
Time: 2022-01-06 09:00, Log: waterLV:642
Time: 2022-01-06 09:00, Log: pumped
Time: 2022-01-06 09:05, Log: waterLV:651
Time: 2022-01-06 09:05, Log: pumped
Time: 2022-01-06 09:10, Log: waterLV:658
Time: 2022-01-06 09:10, Log: pumped
Time: 2022-01-06 09:15, Log: waterLV:656
Time: 2022-01-06 09:15, Log: pumped
Time: 2022-01-06 09:20, Log: waterLV:650
Time: 2022-01-06 09:20, Log: pumped
Time: 2022-01-06 09:25, Log: waterLV:643
Time: 2022-01-06 09:25, Log: pumped
Time: 2022-01-06 09:30, Log: waterLV:656
Time: 2022-01-06 09:30, Log: pumped
Time: 2022-01-06 09:35, Log: waterLV:648
Time: 2022-01-06 09:35, Log: pumped
Time: 2022-01-06 09:40, Log: waterLV:641
Time: 2022-01-06 09:40, Log: pumped
Time: 2022-01-06 09:45, Log: waterLV:657
Time: 2022-01-06 09:45, Log: pumped
Time: 2022-01-06 09:50, Log: waterLV:654
Time: 2022-01-06 09:50, Log: pumped
Time: 2022-01-06 09:55, Log: waterLV:653
Time: 2022-01-06 09:55, Log: pumped
Time: 2022-01-06 10:00, Log: waterLV:641
Time: 2022-01-06 10:00, Log: pumped
Time: 2022-01-06 10:05, Log: waterLV:642
Time: 2022-01-06 10:05, Log: pumped
Time: 2022-01-06 10:10, Log: waterLV:656
Time: 2022-01-06 10:10, Log: pumped
Time: 2022-01-06 10:15, Log: waterLV:642
Time: 2022-01-06 10:15, Log: pumped
Time: 2022-01-06 10:20, Log: waterLV:642
Time: 2022-01-06 10:20, Log: pumped
Time: 2022-01-06 10:25, Log: waterLV:654
Time: 2022-01-06 10:25, Log: pumped
Time: 2022-01-06 10:30, Log: waterLV:641
Time: 2022-01-06 10:30, Log: pumped
Time: 2022-01-06 10:35, Log: waterLV:656
Time: 2022-01-06 10:35, Log: pumped
Time: 2022-01-06 10:40, Log: waterLV:652
Time: 2022-01-06 10:40, Log: pumped
Time: 2022-01-06 10:45, Log: waterLV:641
Time: 2022-01-06 10:45, Log: pumped
Time: 2022-01-06 10:50, Log: waterLV:656
Time: 2022-01-06 10:50, Log: pumped
Time: 2022-01-06 10:55, Log: waterLV:641
Time: 2022-01-06 10:55, Log: pumped
Time: 2022-01-06 11:00, Log: waterLV:641
Time: 2022-01-06 11:00, Log: pumped
Time: 2022-01-06 11:05, Log: waterLV:643
Time: 2022-01-06 11:05, Log: pumped
Time: 2022-01-06 11:10, Log: waterLV:641
Time: 2022-01-06 11:10, Log: pumped
Time: 2022-01-06 11:15, Log: waterLV:655
Time: 2022-01-06 11:15, Log: pumped
Time: 2022-01-06 11:20, Log: waterLV:642
Time: 2022-01-06 11:20, Log: pumped
Time: 2022-01-06 11:25, Log: waterLV:644
Time: 2022-01-06 11:25, Log: pumped
Time: 2022-01-06 11:30, Log: waterLV:651
Time: 2022-01-06 11:30, Log: pumped
Time: 2022-01-06 11:35, Log: waterLV:656
Time: 2022-01-06 11:35, Log: pumped
Time: 2022-01-06 11:40, Log: waterLV:641
Time: 2022-01-06 11:40, Log: pumped
Time: 2022-01-06 11:45, Log: waterLV:641
Time: 2022-01-06 11:45, Log: pumped
Time: 2022-01-06 11:50, Log: waterLV:656
Time: 2022-01-06 11:50, Log: pumped
Time: 2022-01-06 11:55, Log: waterLV:644
Time: 2022-01-06 11:55, Log: pumped
Time: 2022-01-06 12:00, Log: waterLV:657
Time: 2022-01-06 12:00, Log: pumped
Time: 2022-01-06 12:05, Log: waterLV:640
Time: 2022-01-06 12:05, Log: pumped
Time: 2022-01-06 12:10, Log: waterLV:639
Time: 2022-01-06 12:10, Log: pumped
Time: 2022-01-06 12:15, Log: waterLV:640
Time: 2022-01-06 12:15, Log: pumped
Time: 2022-01-06 12:20, Log: waterLV:657
Time: 2022-01-06 12:20, Log: pumped
Time: 2022-01-06 12:25, Log: waterLV:655
Time: 2022-01-06 12:25, Log: pumped
Time: 2022-01-06 12:30, Log: waterLV:644
Time: 2022-01-06 12:30, Log: pumped
Time: 2022-01-06 12:35, Log: waterLV:640
Time: 2022-01-06 12:35, Log: pumped
Time: 2022-01-06 12:40, Log: waterLV:639
Time: 2022-01-06 12:40, Log: pumped
Time: 2022-01-06 12:45, Log: waterLV:640
Time: 2022-01-06 12:45, Log: pumped
Time: 2022-01-06 12:50, Log: waterLV:652
Time: 2022-01-06 12:50, Log: pumped
Time: 2022-01-06 12:55, Log: waterLV:644
Time: 2022-01-06 12:55, Log: pumped
Time: 2022-01-06 13:00, Log: waterLV:656
Time: 2022-01-06 13:00, Log: pumped
Time: 2022-01-06 13:05, Log: waterLV:655
Time: 2022-01-06 13:05, Log: pumped
Time: 2022-01-06 13:10, Log: waterLV:655
Time: 2022-01-06 13:10, Log: pumped
Time: 2022-01-06 13:15, Log: waterLV:642
Time: 2022-01-06 13:15, Log: pumped
Time: 2022-01-06 13:20, Log: waterLV:642
Time: 2022-01-06 13:20, Log: pumped
Time: 2022-01-06 13:25, Log: waterLV:640
Time: 2022-01-06 13:25, Log: pumped
Time: 2022-01-06 13:30, Log: waterLV:648
Time: 2022-01-06 13:30, Log: pumped
Time: 2022-01-06 13:35, Log: waterLV:644
Time: 2022-01-06 13:35, Log: pumped
Time: 2022-01-06 13:40, Log: waterLV:663
Time: 2022-01-06 13:40, Log: pumped
Time: 2022-01-06 13:45, Log: waterLV:666
Time: 2022-01-06 13:45, Log: pumped
Time: 2022-01-06 13:50, Log: waterLV:657
Time: 2022-01-06 13:50, Log: pumped
Time: 2022-01-06 13:55, Log: waterLV:665
Time: 2022-01-06 13:55, Log: pumped
Time: 2022-01-06 14:00, Log: waterLV:661
Time: 2022-01-06 14:00, Log: pumped
Time: 2022-01-06 14:05, Log: waterLV:666
Time: 2022-01-06 14:05, Log: pumped
Time: 2022-01-06 14:10, Log: waterLV:665
Time: 2022-01-06 14:10, Log: pumped
Time: 2022-01-06 14:15, Log: waterLV:652
Time: 2022-01-06 14:15, Log: pumped
Time: 2022-01-06 14:20, Log: waterLV:666
Time: 2022-01-06 14:20, Log: pumped
Time: 2022-01-06 14:25, Log: waterLV:654
Time: 2022-01-06 14:25, Log: pumped
Time: 2022-01-06 14:30, Log: waterLV:652
Time: 2022-01-06 14:30, Log: pumped
Time: 2022-01-06 14:35, Log: waterLV:665
Time: 2022-01-06 14:35, Log: pumped
Time: 2022-01-06 14:40, Log: waterLV:660
Time: 2022-01-06 14:40, Log: pumped
Time: 2022-01-06 14:45, Log: waterLV:653
Time: 2022-01-06 14:45, Log: pumped
Time: 2022-01-06 14:50, Log: waterLV:658
Time: 2022-01-06 14:50, Log: pumped
Time: 2022-01-06 14:55, Log: waterLV:653
Time: 2022-01-06 14:55, Log: pumped
Time: 2022-01-06 15:00, Log: waterLV:653
Time: 2022-01-06 15:00, Log: pumped
Time: 2022-01-06 15:05, Log: waterLV:653
Time: 2022-01-06 15:05, Log: pumped
Time: 2022-01-06 15:10, Log: waterLV:665
Time: 2022-01-06 15:10, Log: pumped
Time: 2022-01-06 15:15, Log: waterLV:661
Time: 2022-01-06 15:15, Log: pumped
Time: 2022-01-06 15:20, Log: waterLV:661
Time: 2022-01-06 15:20, Log: pumped
Time: 2022-01-06 15:25, Log: waterLV:666
Time: 2022-01-06 15:25, Log: pumped
Time: 2022-01-06 15:30, Log: waterLV:664
Time: 2022-01-06 15:30, Log: pumped
Time: 2022-01-06 15:35, Log: waterLV:662
Time: 2022-01-06 15:35, Log: pumped
Time: 2022-01-06 15:40, Log: waterLV:652
Time: 2022-01-06 15:40, Log: pumped
Time: 2022-01-06 15:45, Log: waterLV:664
Time: 2022-01-06 15:45, Log: pumped
Time: 2022-01-06 15:50, Log: waterLV:661
Time: 2022-01-06 15:50, Log: pumped
Time: 2022-01-06 15:55, Log: waterLV:663
Time: 2022-01-06 15:55, Log: pumped
Time: 2022-01-06 16:00, Log: waterLV:653
Time: 2022-01-06 16:00, Log: pumped
Time: 2022-01-06 16:05, Log: waterLV:663
Time: 2022-01-06 16:05, Log: pumped
Time: 2022-01-06 16:10, Log: waterLV:664
Time: 2022-01-06 16:10, Log: pumped
Time: 2022-01-06 16:15, Log: waterLV:663
Time: 2022-01-06 16:15, Log: pumped
Time: 2022-01-06 16:20, Log: waterLV:669
Time: 2022-01-06 16:20, Log: pumped
Time: 2022-01-06 16:25, Log: waterLV:659
Time: 2022-01-06 16:25, Log: pumped
Time: 2022-01-06 16:30, Log: waterLV:659
Time: 2022-01-06 16:30, Log: pumped
Time: 2022-01-06 16:35, Log: waterLV:660
Time: 2022-01-06 16:35, Log: pumped
Time: 2022-01-06 16:40, Log: waterLV:668
Time: 2022-01-06 16:40, Log: pumped
Time: 2022-01-06 16:45, Log: waterLV:659
Time: 2022-01-06 16:45, Log: pumped
Time: 2022-01-06 16:50, Log: waterLV:666
Time: 2022-01-06 16:50, Log: pumped
Time: 2022-01-06 16:55, Log: waterLV:660
Time: 2022-01-06 16:55, Log: pumped
Time: 2022-01-06 17:00, Log: waterLV:668
Time: 2022-01-06 17:00, Log: pumped
Time: 2022-01-06 17:05, Log: waterLV:658
Time: 2022-01-06 17:05, Log: pumped
Time: 2022-01-06 17:10, Log: waterLV:660
Time: 2022-01-06 17:10, Log: pumped
Time: 2022-01-06 17:15, Log: waterLV:660
Time: 2022-01-06 17:15, Log: pumped
Time: 2022-01-06 17:20, Log: waterLV:671
Time: 2022-01-06 17:20, Log: pumped
Time: 2022-01-06 17:25, Log: waterLV:670
Time: 2022-01-06 17:25, Log: pumped
Time: 2022-01-06 17:30, Log: waterLV:670
Time: 2022-01-06 17:30, Log: pumped
Time: 2022-01-06 17:35, Log: waterLV:659
Time: 2022-01-06 17:35, Log: pumped
Time: 2022-01-06 17:40, Log: waterLV:671
Time: 2022-01-06 17:40, Log: pumped
Time: 2022-01-06 17:45, Log: waterLV:660
Time: 2022-01-06 17:45, Log: pumped
Time: 2022-01-06 17:50, Log: waterLV:660
Time: 2022-01-06 17:50, Log: pumped
Time: 2022-01-06 17:55, Log: waterLV:671
Time: 2022-01-06 17:55, Log: pumped
Time: 2022-01-06 18:00, Log: waterLV:659
Time: 2022-01-06 18:00, Log: pumped
Time: 2022-01-06 18:05, Log: waterLV:671
Time: 2022-01-06 18:05, Log: pumped
